number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_hidden_size,params_num_layers,params_output_dropout,params_schedule_pairs,params_seq_length_1D,params_seq_length_1H,state
60,-1000000000.0,2026-02-24 16:49:05.378106,2026-02-24 16:49:05.384396,0 days 00:00:00.006290,64,32,128,1,0.5032730907569645,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",68,227,COMPLETE
59,-1000000000.0,2026-02-24 16:49:05.377716,2026-02-24 16:49:05.387185,0 days 00:00:00.009469,64,32,128,1,0.37998016550261826,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",96,383,COMPLETE
58,-1000000000.0,2026-02-24 16:49:05.370389,2026-02-24 16:49:05.377401,0 days 00:00:00.007012,128,96,256,1,0.4804576616112643,"((0.5, 0.25), (0.01, 0.005, 0.001))",73,186,COMPLETE
57,-1000000000.0,2026-02-24 16:49:05.370013,2026-02-24 16:49:05.377147,0 days 00:00:00.007134,128,96,256,1,0.47260599794297087,"((0.5, 0.25), (0.01, 0.005, 0.001))",74,181,COMPLETE
56,-1000000000.0,2026-02-24 16:49:05.362012,2026-02-24 16:49:05.369592,0 days 00:00:00.007580,32,32,128,1,0.24728363307916368,"((0.7, 0.2), (0.01, 0.002, 0.0005))",62,357,COMPLETE
55,-1000000000.0,2026-02-24 16:49:05.361691,2026-02-24 16:49:05.369201,0 days 00:00:00.007510,32,32,128,1,0.25530916322639413,"((0.7, 0.2), (0.01, 0.002, 0.0005))",60,357,COMPLETE
54,-1000000000.0,2026-02-24 16:49:05.354082,2026-02-24 16:49:05.361377,0 days 00:00:00.007295,128,32,256,1,0.32819864283184935,"((0.7, 0.2), (0.01, 0.002, 0.0005))",119,169,COMPLETE
53,-1000000000.0,2026-02-24 16:49:05.353616,2026-02-24 16:49:05.360968,0 days 00:00:00.007352,128,32,256,1,0.21482129692426874,"((0.7, 0.2), (0.01, 0.002, 0.0005))",68,260,COMPLETE
52,-1000000000.0,2026-02-24 16:49:05.345959,2026-02-24 16:49:05.353205,0 days 00:00:00.007246,64,32,256,1,0.2258104928281206,"((0.7, 0.2), (0.01, 0.002, 0.0005))",82,136,COMPLETE
51,-1000000000.0,2026-02-24 16:49:05.345634,2026-02-24 16:49:05.352870,0 days 00:00:00.007236,64,32,256,1,0.24168584085725134,"((0.7, 0.2), (0.01, 0.002, 0.0005))",83,135,COMPLETE
50,-1000000000.0,2026-02-24 16:49:05.338859,2026-02-24 16:49:05.344943,0 days 00:00:00.006084,64,64,128,1,0.22251607966428388,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",135,131,COMPLETE
49,-1000000000.0,2026-02-24 16:49:05.336943,2026-02-24 16:49:05.345300,0 days 00:00:00.008357,64,32,64,1,0.2892890832017282,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",104,400,COMPLETE
47,-1000000000.0,2026-02-24 16:49:05.328056,2026-02-24 16:49:05.335105,0 days 00:00:00.007049,32,96,64,1,0.539762944909407,"((0.7, 0.2), (0.01, 0.002, 0.0005))",110,220,COMPLETE
33,-1000000000.0,2026-02-24 16:49:05.276180,2026-02-24 16:49:05.283611,0 days 00:00:00.007431,64,96,256,1,0.5363819274018617,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",65,145,COMPLETE
46,-1000000000.0,2026-02-24 16:49:05.323005,2026-02-24 16:49:05.330202,0 days 00:00:00.007197,128,96,128,1,0.5323236858665944,"((0.5, 0.25), (0.01, 0.005, 0.001))",124,153,COMPLETE
45,-1000000000.0,2026-02-24 16:49:05.320777,2026-02-24 16:49:05.327264,0 days 00:00:00.006487,128,96,128,1,0.5159260063631309,"((0.5, 0.25), (0.01, 0.005, 0.001))",124,160,COMPLETE
44,-1000000000.0,2026-02-24 16:49:05.314679,2026-02-24 16:49:05.322630,0 days 00:00:00.007951,128,96,128,1,0.5616543810545966,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",127,164,COMPLETE
43,-1000000000.0,2026-02-24 16:49:05.313222,2026-02-24 16:49:05.320350,0 days 00:00:00.007128,128,96,128,1,0.590027738447987,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",142,124,COMPLETE
42,-1000000000.0,2026-02-24 16:49:05.307503,2026-02-24 16:49:05.313977,0 days 00:00:00.006474,128,96,128,1,0.5937994760921108,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",143,123,COMPLETE
41,-1000000000.0,2026-02-24 16:49:05.305790,2026-02-24 16:49:05.312666,0 days 00:00:00.006876,128,64,256,1,0.42263027768504013,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",88,282,COMPLETE
40,-1000000000.0,2026-02-24 16:49:05.298821,2026-02-24 16:49:05.307152,0 days 00:00:00.008331,32,32,64,1,0.4248639294349207,"((0.7, 0.2), (0.01, 0.002, 0.0005))",150,333,COMPLETE
39,-1000000000.0,2026-02-24 16:49:05.298345,2026-02-24 16:49:05.305107,0 days 00:00:00.006762,32,32,64,1,0.23519920554942675,"((0.7, 0.2), (0.01, 0.002, 0.0005))",150,331,COMPLETE
38,-1000000000.0,2026-02-24 16:49:05.292615,2026-02-24 16:49:05.297744,0 days 00:00:00.005129,64,96,128,1,0.4030164221273736,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",107,246,COMPLETE
37,-1000000000.0,2026-02-24 16:49:05.291068,2026-02-24 16:49:05.297999,0 days 00:00:00.006931,64,96,128,1,0.44811039560052746,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",73,244,COMPLETE
36,-1000000000.0,2026-02-24 16:49:05.284788,2026-02-24 16:49:05.291262,0 days 00:00:00.006474,64,96,256,1,0.46095463215355237,"((0.7, 0.2), (0.01, 0.002, 0.0005))",73,193,COMPLETE
35,-1000000000.0,2026-02-24 16:49:05.284346,2026-02-24 16:49:05.290591,0 days 00:00:00.006245,64,96,256,1,0.5568382623009793,"((0.7, 0.2), (0.01, 0.002, 0.0005))",98,198,COMPLETE
34,-1000000000.0,2026-02-24 16:49:05.277690,2026-02-24 16:49:05.283172,0 days 00:00:00.005482,64,96,256,1,0.41945461984741417,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",66,230,COMPLETE
127,-1000000000.0,2026-02-24 16:49:05.710630,2026-02-24 16:49:05.715715,0 days 00:00:00.005085,64,96,256,1,0.4369765220687329,"((0.6, 0.2), (0.005, 0.0015, 0.0005))",61,283,COMPLETE
