Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
34,02-Nov-94,24:00:00,211.340909,0.00106,0.0,0.0,0.0,0.0,0.0,0.001246,0.0,0.0,0.0,0.0,0.0,0.001248,0.0,0.0,0.0,0.0,0.0,0.001249,0.0,0.0,0.0,0.0,0.0,0.001247,0.0,0.0,0.0,0.0,0.0,0.001248,0.0,0.0,0.0,0.0,0.0,0.001057,0.0,0.0,0.0,0.0,0.0,0.001057,0.0,0.0,0.0,0.0,0.0,0.001358,0.0,0.0,0.0,0.0,0.0,0.001357,0.0,0.0,0.0,0.0,0.0,0.001248,0.0,0.0,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.0,0.0,0.001356,0.0,0.0,0.0,0.0,0.0
35,03-Nov-94,24:00:00,206.060955,0.000508,0.013018,0.0,0.004574,0.0,0.000892,0.00062,0.01023,0.0,0.007988,0.0,0.001901,0.000621,0.010306,0.0,0.006818,0.0,0.001136,0.000621,0.060175,0.0,0.004744,0.0,0.000791,0.00062,0.037718,0.0,0.006117,0.0,0.001252,0.00062,0.063151,0.0,0.005261,0.0,0.000993,0.000507,0.204252,0.0,0.007762,0.0,0.001636,0.000507,0.026271,0.0,0.012271,0.0,0.003231,0.000651,0.13005,0.0,0.020472,0.0,0.007909,0.000651,5.800111,0.0,0.03091,0.0,0.014466,0.000621,0.022811,0.0,0.004057,0.0,0.000676,0.000621,0.086547,0.0,0.002816,0.0,0.000469,0.00065,11.907116,0.0,0.043281,0.0,0.021216
36,04-Nov-94,24:00:00,1166.359471,0.000351,10.685226,0.0,0.0706,0.0,0.168505,0.000252,15.50852,0.0,0.091709,0.0,0.279417,0.000252,68.190289,0.0,0.123204,0.0,0.348918,0.000252,388.401355,0.0,0.103391,0.0,0.286875,0.000252,66.51974,0.0,0.090105,0.0,0.259838,0.000252,33.769795,0.0,0.082429,0.0,0.196646,0.00035,57.064268,0.0,0.069442,0.0,0.188342,0.00035,6.616291,0.0,0.052566,0.0,0.163518,0.00045,6.486648,0.0,0.040762,0.0,0.16982,0.00045,103.652171,0.0,0.0291,0.0,0.18554,0.000252,145.577633,0.0,0.091775,0.0,0.247396,0.000252,672.660026,0.0,0.094441,0.0,0.246142,0.000449,59.003838,0.0,0.022011,0.0,0.211872
37,05-Nov-94,24:00:00,1940.40125,0.000358,6.860125,0.0,0.008606,0.0,0.284838,0.000325,13.887977,0.0,0.005966,0.0,0.421363,0.000325,76.186408,0.0,0.012595,0.0,0.567553,0.000325,395.15713,0.0,0.010986,0.0,0.473888,0.000325,53.174585,0.0,0.009129,0.0,0.418908,0.000325,16.490293,0.0,0.009827,0.0,0.331752,0.000356,21.582776,0.0,0.005408,0.0,0.282126,0.000357,5.088463,0.0,0.008288,0.0,0.248458,0.000458,2.687322,0.0,0.007053,0.0,0.232201,0.000457,24.43064,0.0,0.005506,0.0,0.223129,0.000325,156.638255,0.0,0.01119,0.0,0.424921,0.000325,699.730678,0.0,0.013916,0.0,0.43841,0.000457,3.682152,0.0,0.001835,0.0,0.229891
38,06-Nov-94,24:00:00,797.505397,0.0009,0.7697,0.0,0.0,0.0,0.287244,0.000975,3.855714,0.0,0.0,0.0,0.422655,0.000976,24.442634,0.0,0.0,0.0,0.570467,0.000978,108.173522,0.0,0.0,0.0,0.476485,0.000975,10.784535,0.0,0.0,0.0,0.421404,0.000976,0.828387,0.0,0.0,0.0,0.334348,0.000896,1.045469,0.0,0.0,0.0,0.283243,0.000896,1.199603,0.0,0.0,0.0,0.250713,0.001151,0.235387,0.0,0.0,0.0,0.234128,0.00115,1.49037,0.0,0.0,0.0,0.224625,0.000977,42.722156,0.0,0.0,0.0,0.428087,0.000978,172.37581,0.0,0.0,0.0,0.44469,0.001148,0.0,0.0,0.0,0.0,0.230151
39,07-Nov-94,24:00:00,337.106782,0.00089,0.032222,0.0,0.0,0.0,0.287244,0.000784,0.985657,0.0,0.0,0.0,0.422655,0.000785,7.000953,0.0,0.0,0.0,0.570467,0.000786,26.314198,0.0,0.0,0.0,0.476485,0.000784,1.654007,0.0,0.0,0.0,0.421404,0.000785,0.000487,0.0,0.0,0.0,0.334348,0.000886,0.000706,0.0,0.0,0.0,0.283243,0.000886,0.222534,0.0,0.0,0.0,0.250713,0.001137,0.005359,0.0,0.0,0.0,0.234128,0.001136,0.008079,0.0,0.0,0.0,0.224625,0.000785,10.205785,0.0,0.0,0.0,0.428087,0.000786,34.055862,0.0,0.0,0.0,0.44469,0.001134,0.0,0.0,0.0,0.0,0.230151
40,08-Nov-94,24:00:00,513.441543,0.000309,11.067326,0.0,0.07206,0.0,0.445771,0.00029,12.759832,0.0,0.08495,0.0,0.640981,0.00029,17.075912,0.0,0.03205,0.0,0.646599,0.000291,79.624946,0.0,0.02311,0.0,0.529427,0.00029,42.489756,0.0,0.061015,0.0,0.575276,0.00029,27.423916,0.0,0.066034,0.0,0.475767,0.000307,60.084858,0.0,0.07779,0.0,0.45801,0.000307,7.368377,0.0,0.073364,0.0,0.420348,0.000394,7.178441,0.0,0.070258,0.0,0.397689,0.000393,112.830104,0.0,0.069377,0.0,0.386978,0.00029,67.364046,0.0,0.043106,0.0,0.533849,0.000291,273.908171,0.0,0.03857,0.0,0.536908,0.000392,78.169901,0.0,0.071633,0.0,0.397973
41,09-Nov-94,24:00:00,871.293538,0.000707,4.325091,0.0,0.0,0.0,0.534306,0.000704,11.324683,0.0,0.0,0.0,0.762455,0.000705,17.880566,0.0,0.0,0.0,0.698668,0.000706,78.812494,0.0,0.0,0.0,0.568925,0.000704,28.316121,0.0,0.0,0.0,0.665463,0.000705,7.009468,0.0,0.0,0.0,0.560751,0.000704,14.677142,0.0,0.0,0.0,0.54995,0.000704,4.730573,0.0,0.0,0.0,0.502248,0.000904,2.503962,0.0,0.0,0.0,0.475015,0.000903,29.622048,0.0,0.0,0.0,0.462488,0.000705,59.718288,0.0,0.0,0.0,0.600509,0.000706,222.790043,0.0,0.0,0.0,0.598971,0.000901,1.429616,0.0,0.0,0.0,0.475748
42,10-Nov-94,24:00:00,443.217051,0.000456,0.399451,0.0,0.0,0.0,0.534306,0.000924,2.895474,0.0,0.0,0.0,0.762455,0.000925,5.082434,0.0,0.0,0.0,0.698668,0.000925,19.195431,0.0,0.0,0.0,0.568925,0.000924,5.095797,0.0,0.0,0.0,0.665463,0.000925,0.204212,0.0,0.0,0.0,0.560751,0.000454,0.471152,0.0,0.0,0.0,0.54995,0.000454,0.95452,0.0,0.0,0.0,0.502248,0.000583,0.137867,0.0,0.0,0.0,0.475015,0.000582,0.90842,0.0,0.0,0.0,0.462488,0.000925,14.304411,0.0,0.0,0.0,0.600509,0.000926,45.91136,0.0,0.0,0.0,0.598971,0.000581,0.0,0.0,0.0,0.0,0.475748
43,11-Nov-94,24:00:00,250.581352,0.001013,0.0,0.0,0.0,0.0,0.534306,0.00101,0.740185,0.0,0.0,0.0,0.762455,0.001012,1.45573,0.0,0.0,0.0,0.698668,0.001013,4.676268,0.0,0.0,0.0,0.568925,0.00101,0.740154,0.0,0.0,0.0,0.665463,0.001011,0.0,0.0,0.0,0.0,0.560751,0.00101,0.0,0.0,0.0,0.0,0.54995,0.00101,0.177409,0.0,0.0,0.0,0.502248,0.001297,0.0,0.0,0.0,0.0,0.475015,0.001296,0.0,0.0,0.0,0.0,0.462488,0.001012,3.42662,0.0,0.0,0.0,0.600509,0.001013,9.189606,0.0,0.0,0.0,0.598971,0.001294,0.0,0.0,0.0,0.0,0.475748
44,12-Nov-94,24:00:00,189.376088,0.00086,0.0,0.0,0.0,0.0,0.534306,0.000998,0.11703,0.0,0.0,0.0,0.762455,0.000999,0.38719,0.0,0.0,0.0,0.698668,0.001,0.636951,0.0,0.0,0.0,0.568925,0.000998,0.0,0.0,0.0,0.0,0.665463,0.000999,0.0,0.0,0.0,0.0,0.560751,0.000857,0.0,0.0,0.0,0.0,0.54995,0.000857,0.000452,0.0,0.0,0.0,0.502248,0.0011,0.0,0.0,0.0,0.0,0.475015,0.001098,0.0,0.0,0.0,0.0,0.462488,0.000999,0.386373,0.0,0.0,0.0,0.600509,0.001,0.071791,0.0,0.0,0.0,0.598971,0.001097,0.0,0.0,0.0,0.0,0.475748
45,13-Nov-94,24:00:00,177.507707,0.000984,0.0,0.0,0.0,0.0,0.534306,0.001031,0.0,0.0,0.0,0.0,0.76176,0.001032,0.0,0.0,0.0,0.0,0.697797,0.001033,0.0,0.0,0.0,0.0,0.568047,0.001031,0.0,0.0,0.0,0.0,0.664767,0.001032,0.0,0.0,0.0,0.0,0.560149,0.000981,0.0,0.0,0.0,0.0,0.54995,0.000981,0.0,0.0,0.0,0.0,0.502248,0.001259,0.0,0.0,0.0,0.0,0.473708,0.001258,0.0,0.0,0.0,0.0,0.46119,0.001032,0.0,0.0,0.0,0.0,0.599721,0.001033,0.0,0.0,0.0,0.0,0.598174,0.001256,0.0,0.0,0.0,0.0,0.474497
46,14-Nov-94,24:00:00,408.857233,0.000578,4.327996,0.0,0.028664,0.0,0.594966,0.000622,4.635266,0.0,0.030974,0.0,0.839175,0.000623,20.613255,0.0,0.040237,0.0,0.797083,0.000624,114.983731,0.0,0.031888,0.0,0.645953,0.000622,21.524899,0.0,0.030701,0.0,0.73998,0.000623,11.375192,0.0,0.027178,0.0,0.616267,0.000575,20.514899,0.0,0.026475,0.0,0.607762,0.000575,2.033116,0.0,0.021615,0.0,0.548363,0.000738,1.978646,0.0,0.020041,0.0,0.514759,0.000738,33.312495,0.0,0.020868,0.0,0.504931,0.000623,42.388471,0.0,0.027389,0.0,0.665479,0.000624,192.288488,0.0,0.026539,0.0,0.661464,0.000736,23.275467,0.0,0.02122,0.0,0.520277
47,15-Nov-94,24:00:00,635.052913,0.000764,1.78744,0.0,0.0,0.0,0.632539,0.000969,4.096449,0.0,0.0,0.0,0.883916,0.00097,21.255349,0.0,0.0,0.0,0.856814,0.000971,100.652684,0.0,0.0,0.0,0.693661,0.000969,14.104777,0.0,0.0,0.0,0.785832,0.00097,2.801059,0.0,0.0,0.0,0.651831,0.000761,4.932798,0.0,0.0,0.0,0.64072,0.000761,1.499598,0.0,0.0,0.0,0.576356,0.000977,0.778479,0.0,0.0,0.0,0.53983,0.000976,9.5094,0.0,0.000506,0.0,0.530255,0.00097,37.518004,0.0,0.0,0.0,0.707428,0.000971,148.605565,0.0,0.0,0.0,0.70247,0.000974,0.347748,0.0,0.001945,0.0,0.545053
48,16-Nov-94,24:00:00,306.807266,0.000946,0.166282,0.0,0.0,0.0,0.632539,0.001172,1.047197,0.0,0.0,0.0,0.883916,0.001174,6.088038,0.0,0.0,0.0,0.856814,0.001175,24.520361,0.0,0.0,0.0,0.693661,0.001172,2.53831,0.0,0.0,0.0,0.785832,0.001173,0.079673,0.0,0.0,0.0,0.651831,0.000942,0.156834,0.0,0.0,0.0,0.64072,0.000942,0.302584,0.0,0.0,0.0,0.576356,0.001209,0.044108,0.0,0.0,0.0,0.53983,0.001208,9.118598,0.0,0.004135,0.0,0.545687,0.001174,8.987435,0.0,0.0,0.0,0.707428,0.001175,30.623826,0.0,0.0,0.0,0.70247,0.001206,10.130592,0.0,0.007211,0.0,0.57515
49,17-Nov-94,24:00:00,216.950352,0.000961,0.0,0.0,0.0,0.0,0.632539,0.001319,0.267701,0.0,0.0,0.0,0.883916,0.001321,1.743759,0.0,0.0,0.0,0.856814,0.001321,5.973493,0.0,0.0,0.0,0.693661,0.00132,0.366769,0.0,0.0,0.0,0.785832,0.00132,0.0,0.0,0.0,0.0,0.651831,0.000958,0.0,0.0,0.0,0.0,0.64072,0.000958,0.057801,0.0,0.0,0.0,0.576356,0.00123,0.0,0.0,0.0,0.0,0.53983,0.001229,0.769945,0.0,0.0,0.0,0.546095,0.001321,2.152939,0.0,0.0,0.0,0.707428,0.001322,6.114395,0.0,0.0,0.0,0.70247,0.001227,0.0,0.0,0.0,0.0,0.576131
50,18-Nov-94,24:00:00,189.257079,0.000647,0.0,0.0,0.0,0.0,0.632539,0.00092,0.041922,0.0,0.0,0.0,0.882893,0.000922,0.452451,0.0,0.0,0.0,0.85578,0.000922,0.724609,0.0,0.0,0.0,0.69262,0.000921,0.0,0.0,0.0,0.0,0.785039,0.000921,0.0,0.0,0.0,0.0,0.651146,0.000644,0.0,0.0,0.0,0.0,0.64072,0.000644,0.0,0.0,0.0,0.0,0.576356,0.000826,0.0,0.0,0.0,0.0,0.53983,0.000824,0.001166,0.0,0.0,0.0,0.546095,0.000922,0.237846,0.0,0.0,0.0,0.706624,0.000923,0.00725,0.0,0.0,0.0,0.701656,0.000822,0.0,0.0,0.0,0.0,0.576131
51,19-Nov-94,24:00:00,172.650266,0.000134,0.0,0.0,0.0,0.0,0.632539,0.000381,0.0,0.0,0.0,0.0,0.880696,0.000382,0.0,0.0,0.0,0.0,0.853569,0.000382,0.0,0.0,0.0,0.0,0.6904,0.000381,0.0,0.0,0.0,0.0,0.783072,0.000381,0.0,0.0,0.0,0.0,0.649453,0.000134,0.0,0.0,0.0,0.0,0.64072,0.000134,0.0,0.0,0.0,0.0,0.576356,0.000172,0.0,0.0,0.0,0.0,0.53983,0.000171,0.0,0.0,0.0,0.0,0.546095,0.000382,0.0,0.0,0.0,0.0,0.704643,0.000382,0.0,0.0,0.0,0.0,0.699663,0.000171,0.0,0.0,0.0,0.0,0.576131
52,20-Nov-94,24:00:00,168.566708,0.000559,0.0,0.0,0.0,0.0,0.63238,0.00076,0.0,0.0,0.0,0.0,0.878398,0.000761,0.0,0.0,0.0,0.0,0.851268,0.000763,0.0,0.0,0.0,0.0,0.688096,0.000761,0.0,0.0,0.0,0.0,0.780773,0.000761,0.0,0.0,0.0,0.0,0.647481,0.000557,0.0,0.0,0.0,0.0,0.640448,0.000557,0.0,0.0,0.0,0.0,0.57622,0.000716,0.0,0.0,0.0,0.0,0.539425,0.000715,0.0,0.0,0.0,0.0,0.546095,0.000762,0.0,0.0,0.0,0.0,0.702341,0.000763,0.0,0.0,0.0,0.0,0.697359,0.000714,0.0,0.0,0.0,0.0,0.576131
53,21-Nov-94,24:00:00,168.08073,0.00071,0.0,0.0,0.0,0.0,0.630936,0.000827,0.0,0.0,0.0,0.0,0.8753,0.000829,0.0,0.0,0.0,0.0,0.848163,0.00083,0.0,0.0,0.0,0.0,0.684988,0.000828,0.0,0.0,0.0,0.0,0.777672,0.000829,0.0,0.0,0.0,0.0,0.644821,0.000707,0.0,0.0,0.0,0.0,0.63885,0.000707,0.0,0.0,0.0,0.0,0.574816,0.000907,0.0,0.0,0.0,0.0,0.537308,0.000906,0.0,0.0,0.0,0.0,0.544746,0.000829,0.0,0.0,0.0,0.0,0.699235,0.00083,0.0,0.0,0.0,0.0,0.694249,0.000904,0.0,0.0,0.0,0.0,0.574833
54,22-Nov-94,24:00:00,168.011081,0.000523,0.0,0.0,0.0,0.0,0.628796,0.000634,0.0,0.0,0.0,0.0,0.872345,0.000635,0.0,0.0,0.0,0.0,0.845202,0.000636,0.0,0.0,0.0,0.0,0.682023,0.000634,0.0,0.0,0.0,0.0,0.774717,0.000635,0.0,0.0,0.0,0.0,0.642285,0.00052,0.0,0.0,0.0,0.0,0.63672,0.00052,0.0,0.0,0.0,0.0,0.572686,0.000667,0.0,0.0,0.0,0.0,0.534576,0.000666,0.0,0.0,0.0,0.0,0.5421,0.000635,0.0,0.0,0.0,0.0,0.696273,0.000636,0.0,0.0,0.0,0.0,0.691282,0.000665,0.0,0.0,0.0,0.0,0.572226
55,23-Nov-94,24:00:00,168.663543,0.000409,0.079724,0.0,0.019766,0.0,0.631546,0.00055,0.052841,0.0,0.02691,0.0,0.877552,0.000551,0.025919,0.0,0.00913,0.0,0.844812,0.000551,0.113469,0.0,0.006238,0.0,0.680915,0.00055,0.155817,0.0,0.01711,0.0,0.776603,0.00055,0.253918,0.0,0.017121,0.0,0.643851,0.000407,0.887089,0.0,0.024292,0.0,0.640932,0.000407,0.074855,0.0,0.023265,0.0,0.577992,0.000523,0.103322,0.0,0.023172,0.0,0.540014,0.000522,3.679487,0.0,0.026073,0.0,0.550307,0.000551,0.124125,0.0,0.010525,0.0,0.696281,0.000552,0.291578,0.0,0.007393,0.0,0.690338,0.000522,10.285943,0.0,0.03344,0.0,0.587616
56,24-Nov-94,24:00:00,547.487839,0.000379,10.700488,0.0,0.049306,0.0,0.801566,0.000588,59.636921,50.205636,0.027119,0.021276,0.999036,0.000589,16.01981,0.0,0.014279,0.0,0.921054,0.000589,74.25524,0.0,0.00844,0.0,0.732725,0.000588,32.556455,0.0,0.02488,0.0,0.901651,0.000588,20.958388,0.0,0.03473,0.0,0.771825,0.000378,39.570062,0.0,0.028809,0.0,0.776417,0.000378,6.034731,0.0,0.033137,0.0,0.720978,0.000485,5.543252,0.0,0.029908,0.0,0.676968,0.000484,91.032684,0.0,0.031055,0.0,0.695133,0.000589,57.58898,0.0,0.020891,0.0,0.790499,0.00059,219.836251,0.0,0.01717,0.0,0.768709,0.000483,54.142603,0.0,0.026428,0.0,0.744705
57,25-Nov-94,24:00:00,696.736481,0.000683,4.204448,0.0,0.001156,0.0,0.867428,0.000851,226.912523,220.495247,0.001849,0.001849,1.0,0.000852,9.378327,0.0,0.0,0.0,0.935419,0.000853,30.108902,0.0,0.0,0.0,0.737308,0.000851,17.626336,0.0,0.001194,0.0,0.944099,0.000852,6.34908,0.0,0.001157,0.0,0.821147,0.00068,11.908085,0.0,0.001573,0.0,0.822034,0.000681,3.369365,0.0,0.000866,0.0,0.766934,0.000873,1.830314,0.0,0.001397,0.0,0.717784,0.000872,28.220467,0.0,0.003432,0.0,0.744441,0.000852,35.649009,0.0,0.0,0.0,0.818578,0.000853,103.069169,0.0,0.0,0.0,0.786109,0.000871,7.844642,0.0,0.00532,0.0,0.788592
58,26-Nov-94,24:00:00,624.951237,8.7e-05,0.928901,0.0,0.003724,0.0,0.87468,0.000175,270.002617,267.384735,0.006395,0.006395,1.0,0.000175,5.051568,0.0,0.006388,0.0,0.947534,0.000175,19.343586,0.0,0.004734,0.0,0.746078,0.000175,6.584118,0.0,0.005306,0.0,0.955358,0.000175,1.478059,0.0,0.003092,0.0,0.827076,8.7e-05,4.562693,0.0,0.005541,0.0,0.832789,8.7e-05,0.901974,0.0,0.002463,0.0,0.77134,0.000111,0.536238,0.0,0.004544,0.0,0.727206,0.000111,12.405684,0.0,0.006877,0.0,0.760791,0.000175,13.801682,0.0,0.004206,0.0,0.826525,0.000175,45.966322,0.0,0.004367,0.0,0.794268,0.000111,11.248081,0.0,0.01029,0.0,0.814052
59,27-Nov-94,24:00:00,570.821695,0.000489,0.268554,0.0,0.0,0.0,0.880196,0.000555,240.486397,239.098844,0.0,0.0,1.0,0.000557,4.887001,0.0,0.0,0.0,0.96097,0.000558,20.529146,0.0,0.0,0.0,0.756246,0.000555,3.329816,0.0,0.0,0.0,0.965322,0.000556,0.375072,0.0,0.0,0.0,0.831747,0.000487,1.262367,0.0,0.0,0.0,0.84103,0.000487,0.323169,0.0,0.0,0.0,0.775378,0.000625,0.223164,0.0,0.0,0.0,0.734238,0.000625,3.875976,0.0,0.0,0.0,0.77072,0.000557,9.192075,0.0,0.0,0.0,0.835401,0.000558,34.67833,0.0,0.0,0.0,0.803575,0.000624,0.35228,0.0,0.0,0.0,0.828984
60,28-Nov-94,24:00:00,407.91882,0.000487,0.024481,0.0,0.0,0.0,0.880196,0.000618,166.666835,166.362601,0.0,0.0,1.0,0.00062,1.342258,0.0,0.0,0.0,0.96097,0.000621,4.628016,0.0,0.0,0.0,0.756246,0.000619,0.529466,0.0,0.0,0.0,0.965322,0.000619,0.012008,0.0,0.0,0.0,0.831747,0.000485,0.045792,0.0,0.0,0.0,0.84103,0.000485,0.04617,0.0,0.0,0.0,0.775378,0.000622,0.013301,0.0,0.0,0.0,0.734238,0.000622,0.136945,0.0,0.0,0.0,0.77072,0.00062,1.906312,0.0,0.0,0.0,0.835401,0.000622,6.478494,0.0,0.0,0.0,0.803575,0.00062,0.0,0.0,0.0,0.0,0.828984
61,29-Nov-94,24:00:00,295.94315,0.000659,0.0,0.0,0.0,0.0,0.880196,0.000696,101.637968,101.576442,0.0,0.0,1.0,0.000697,0.340675,0.0,0.0,0.0,0.96097,0.000698,1.114152,0.0,0.0,0.0,0.756246,0.000696,0.080357,0.0,0.0,0.0,0.965322,0.000697,0.0,0.0,0.0,0.0,0.831747,0.000656,0.0,0.0,0.0,0.0,0.84103,0.000656,0.008066,0.0,0.0,0.0,0.775378,0.000842,0.0,0.0,0.0,0.0,0.734238,0.000841,0.0,0.0,0.0,0.0,0.77072,0.000698,0.405726,0.0,0.0,0.0,0.835401,0.000699,1.305384,0.0,0.0,0.0,0.803575,0.00084,0.0,0.0,0.0,0.0,0.828984
62,30-Nov-94,24:00:00,219.742017,0.000244,0.0,0.0,0.0,0.0,0.880196,0.000366,63.581621,63.571002,0.0,0.0,1.0,0.000367,0.094839,0.0,0.0,0.0,0.96097,0.000367,0.180781,0.0,0.0,0.0,0.756246,0.000366,0.0,0.0,0.0,0.0,0.965322,0.000366,0.0,0.0,0.0,0.0,0.831747,0.000243,0.0,0.0,0.0,0.0,0.84103,0.000243,0.0,0.0,0.0,0.0,0.775378,0.000311,0.0,0.0,0.0,0.0,0.734238,0.000311,0.0,0.0,0.0,0.0,0.77072,0.000367,0.060187,0.0,0.0,0.0,0.835401,0.000367,0.038185,0.0,0.0,0.0,0.803575,0.00031,0.0,0.0,0.0,0.0,0.828984
63,01-Dec-94,24:00:00,200.420347,0.000325,0.0,0.0,0.0,0.0,0.880196,0.000348,44.294352,44.294352,0.0,0.0,1.0,0.000348,0.000558,0.0,0.0,0.0,0.96097,0.000349,0.0,0.0,0.0,0.0,0.756246,0.000348,0.0,0.0,0.0,0.0,0.965322,0.000348,0.0,0.0,0.0,0.0,0.831747,0.000324,0.0,0.0,0.0,0.0,0.84103,0.000324,0.0,0.0,0.0,0.0,0.775378,0.000416,0.0,0.0,0.0,0.0,0.734238,0.000415,0.0,0.0,0.0,0.0,0.77072,0.000349,0.0,0.0,0.0,0.0,0.835401,0.000349,0.0,0.0,0.0,0.0,0.803575,0.000414,0.0,0.0,0.0,0.0,0.828984
64,02-Dec-94,24:00:00,1033.74446,0.00019,127.688235,118.019259,0.069282,0.034339,0.963694,0.00029,593.055573,209.515213,0.066102,0.066102,1.0,0.000291,122.594796,47.26984,0.060474,0.050716,0.991487,0.000291,175.603431,0.0,0.053826,0.0,0.881093,0.00029,174.040673,81.367797,0.066924,0.058254,0.992682,0.00029,170.765612,143.23073,0.073426,0.024352,0.940847,0.000189,180.902923,124.45452,0.076124,0.029758,0.949207,0.000189,13.648258,7.245073,0.068613,0.003098,0.919072,0.000243,6.343222,0.0,0.066798,0.0,0.876091,0.000242,99.887929,0.0,0.066346,0.0,0.909823,0.000291,123.693549,38.23194,0.065414,0.024264,0.942444,0.000291,396.252435,8.77963,0.064204,0.015097,0.924668,0.000242,379.602035,307.816068,0.067382,0.017502,0.943398
65,03-Dec-94,24:00:00,5164.505833,0.000578,604.804121,599.770542,0.0,0.0,1.0,0.000657,1166.487083,732.949365,0.0,0.0,1.0,0.000658,314.620647,206.442814,0.0,0.0,1.0,0.000658,183.76603,0.0,0.0,0.0,0.971548,0.000657,428.72698,347.199136,0.0,0.0,1.0,0.000658,823.107434,812.063461,0.000949,0.000949,1.0,0.000576,482.856976,466.269783,0.0,0.0,1.0,0.000576,64.897889,60.097277,0.0,0.0,1.0,0.00074,2.828911,0.0,0.0,0.0,0.963261,0.000739,35.943922,0.0,0.0,0.0,0.998192,0.000658,406.998501,298.12747,0.003714,0.003714,1.0,0.000658,578.229968,116.185644,0.004464,0.004464,1.0,0.000738,241.147052,238.057499,0.0,0.0,1.0
66,04-Dec-94,24:00:00,4201.132083,0.000276,332.029055,331.552022,0.0,0.0,1.0,0.000296,837.932382,727.103863,0.0,0.0,1.0,0.000296,258.767247,227.747721,0.0,0.0,1.0,0.000296,44.87973,0.0,0.0,0.0,0.971548,0.000296,289.945627,275.268626,0.0,0.0,1.0,0.000296,323.460309,323.027235,0.0,0.0,1.0,0.000275,163.383787,162.797312,0.0,0.0,1.0,0.000275,61.622913,60.654224,0.0,0.0,1.0,0.000353,0.164497,0.0,0.0,0.0,0.963261,0.000353,1.266135,0.0,0.0,0.0,0.998192,0.000296,390.736787,362.463163,0.0,0.0,1.0,0.000296,253.611705,148.552871,0.0,0.0,1.0,0.000352,27.715924,27.715924,0.0,0.0,1.0
67,05-Dec-94,24:00:00,2151.411667,0.000321,126.732395,126.728849,0.0,0.0,1.0,0.000494,500.365292,472.033628,0.0,0.0,1.0,0.000495,168.773837,159.889106,0.0,0.0,1.0,0.000495,10.933312,0.0,0.0,0.0,0.971548,0.000494,142.353934,140.077534,0.0,0.0,1.0,0.000494,107.16757,107.166909,0.0,0.0,1.0,0.00032,58.164341,58.164341,0.0,0.0,1.0,0.00032,34.589136,34.404575,0.0,0.0,1.0,0.00041,0.0,0.0,0.0,0.0,0.963261,0.00041,8.699595,6.776809,0.001031,0.000503,0.999849,0.000495,247.286386,240.513442,0.0,0.0,1.0,0.000495,113.067184,91.81722,0.0,0.0,1.0,0.000408,94.7081,92.226903,0.002233,0.002233,1.0
68,06-Dec-94,24:00:00,1222.793603,0.000597,67.850018,67.850018,0.0,0.0,1.0,0.000854,281.588673,276.623927,0.0,0.0,1.0,0.000856,99.450685,97.007106,0.0,0.0,1.0,0.000857,1.496978,0.0,0.0,0.0,0.971548,0.000854,71.7559,71.755239,0.0,0.0,1.0,0.000855,69.79352,69.79352,0.0,0.0,1.0,0.000594,39.732461,39.732461,0.0,0.0,1.0,0.000594,17.798672,17.797684,0.0,0.0,1.0,0.000762,0.0,0.0,0.0,0.0,0.963261,0.000761,5.689526,5.483912,0.0,0.0,1.0,0.000856,135.750451,134.734635,0.0,0.0,1.0,0.000857,49.253292,47.961518,0.0,0.0,1.0,0.000759,28.972046,28.972046,0.0,0.0,1.0
69,07-Dec-94,24:00:00,839.09828,0.000464,51.659744,51.659744,0.0,0.0,1.0,0.000584,171.59176,171.59176,0.0,0.0,1.0,0.000585,58.960712,58.952535,0.0,0.0,1.0,0.000586,0.0,0.0,0.0,0.0,0.971548,0.000584,45.227052,45.227052,0.0,0.0,1.0,0.000584,59.418224,59.418224,0.0,0.0,1.0,0.000461,34.040121,34.040121,0.0,0.0,1.0,0.000461,10.516322,10.516322,0.0,0.0,1.0,0.000591,0.0,0.0,0.0,0.0,0.963261,0.000589,1.403004,1.401742,0.0,0.0,1.0,0.000585,78.294086,78.287798,0.0,0.0,1.0,0.000586,27.319753,27.319753,0.0,0.0,1.0,0.000588,26.00109,26.00109,0.0,0.0,1.0
70,08-Dec-94,24:00:00,636.518558,0.000481,44.434526,44.434526,0.0,0.0,1.0,0.000613,120.585279,120.585279,0.0,0.0,1.0,0.000614,39.049855,39.049855,0.0,0.0,1.0,0.000615,0.0,0.0,0.0,0.0,0.971548,0.000613,34.663886,34.663886,0.0,0.0,1.0,0.000614,52.494266,52.494266,0.0,0.0,1.0,0.000478,30.087026,30.087026,0.0,0.0,1.0,0.000478,7.531678,7.531678,0.0,0.0,1.0,0.000613,0.0,0.0,0.0,0.0,0.963261,0.000612,0.661436,0.661436,0.0,0.0,1.0,0.000614,52.23378,52.23378,0.0,0.0,1.0,0.000616,18.737101,18.737101,0.0,0.0,1.0,0.000611,24.485385,24.485385,0.0,0.0,1.0
